item_id,main_category,title,average_rating,rating_number,features,description,price,videos,store,categories,details,bought_together,subtitle,author
4993,Tools & Home Improvement,"Command PH206-12NA Large Picture Hanging Strips, 12 Pairs, White, Count",4.6,1356,"['MAXIMUM FRAME SIZE 24 X 36 INCHES: One package includes 12 pairs (24 strips total) of the Command Large Picture Hanging Strips; four wall adhesive strip pairs hold 16 pounds; maximum frame of 24 x 36 inches', 'WORKS ON A VARIETY OF SMOOTH SURFACES: Wall hanging strips work on a variety of smooth surfaces, including painted walls, finished wood, painted concrete cinder blocks, laminate, glass, metal and tiles', 'SURFACE PREP: Clean the desired surface with rubbing alcohol to remove grime and dust to allow the no damage wall hangers to bond to the surface; the indoor temperature must be between 50 degrees Fahrenheit and 105 degrees Fahrenheit', 'USAGE TIPS: Wait seven days after painting before using the Command Picture Hangers to allow paint to cure; do not hang over beds or on wallpaper; do not use the wall hanging strips to hang valuable items', 'EASY CLEAN REMOVAL: Lightly hold the top of the removable adhesive strips and slowly pull straight down towards the floor to remove and prevent damage of walls and surfaces', 'DAMAGE FREE HANGING: Damage free hanging strips work without leaving holes, marks or sticky residue on a variety of surfaces and remove cleanly when you want to redecorate or reorganize your space without tools']","['Command White Large Picture Hanging Strips let you decorate how you want, when you want, without damaging surfaces. A great home improvement item, these picture hangers stick on a variety of smooth surfaces without leaving holes, marks or sticky residue. Use these wall hanging strips to hang picture frames, college dorm decor, wooden letters, nursery decor, calendars or to create a gallery wall. Simply mount these picture strips on painted walls, finished wood, painted concrete cinder blocks, laminate, glass, metal and tiles and enjoy the damage free hanging of your favorite decorations. Perfect for home renovators and college students, use these Command Picture Hanging Strips in your home, office, apartment or dorm room to elevate the appearance of your living or working space without tools. Directions are included; follow the directions closely to use the 3M Wall Hanging Strips as intended. A clever decorating solution that doesn’t damage surfaces, these wall hanger strips will help you fearlessly change your space. One package contains 12 pairs of large white picture hanging strips. Four adhesive strip pairs hold up to 16 pounds with a maximum frame size of 24 x 36 inches. Decorate, organize and celebrate damage free with Command.']",,"[{'title': 'How to use JELLYSUB Picture Hanging Strips', 'url': 'https://www.amazon.com/vdp/06cfe41b31284e96b86e1806678f5997?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'An Overview: Command Jumbo Universal Frame Hanger', 'url': 'https://www.amazon.com/vdp/0583de851b5e42c4a42fbbcf05e133c9?ref=dp_vse_rvc_1', 'user_id': '/shop/influencer-d9e6c200'}, {'title': 'What You Should Know About Command Strips', 'url': 'https://www.amazon.com/vdp/0334b432bc324f38b851808a23ecb3c7?ref=dp_vse_rvc_2', 'user_id': '/shop/tekker'}, {'title': 'Command Picture Hanging Strips Review (VERY IMPORTANT)', 'url': 'https://www.amazon.com/vdp/025117a1ac1d49dfa7b93392966f79b6?ref=dp_vse_rvc_3', 'user_id': '/shop/benjaminjacques'}, {'title': 'Command indoor Picture Hanging Strips - 34 Large Pairs ', 'url': 'https://www.amazon.com/vdp/04a6123271d24c6a8e0eb53d9c696032?ref=dp_vse_rvc_4', 'user_id': '/shop/chrisgtxvideos'}, {'title': 'Command Strips Video', 'url': 'https://www.amazon.com/vdp/07ffcc03239540859b50beb5371d5c40?ref=dp_vse_rvc_5', 'user_id': ''}, {'title': 'Command: How to Apply Hooks (1607727)', 'url': 'https://www.amazon.com/vdp/80310b9708de47af94fa062010837378?ref=dp_vse_rvc_6', 'user_id': ''}, {'title': 'Command Poster Strips - No Holes!', 'url': 'https://www.amazon.com/vdp/060b9c73929c416aa84200107c73072a?ref=dp_vse_rvc_7', 'user_id': '/shop/maksfs'}, {'title': 'Are These Strips Really Worth The Money? ACTUALLY Strong?', 'url': 'https://www.amazon.com/vdp/048b091e3d75446aaa21e63c3911f595?ref=dp_vse_rvc_8', 'user_id': '/shop/elopewithtkm'}, {'title': 'Watch before buying 3M Command Hanging Strips', 'url': 'https://www.amazon.com/vdp/0215935513014ab0b46478bc540e2278?ref=dp_vse_rvc_9', 'user_id': '/shop/coldstarts'}]",Command,"['Industrial & Scientific', 'Adhesives, Sealants & Lubricants', 'Adhesive Tapes', 'Picture Hanging Strips']","{'Manufacturer': '3M', 'Part Number': '051141357577', 'Item Weight': '0.01 Ounces', 'Product Dimensions': '0.75 x 6.5 x 9.25 inches', 'Item model number': 'PH206-12NA', 'Is Discontinued By Manufacturer': 'No', 'Size': '12 Pairs', 'Color': 'White', 'Style': 'White', 'Finish': 'Painted', 'Material': 'Metal', 'Installation Method': 'Self Adhesive', 'Item Package Quantity': '1', 'Special Features': 'Removable', 'Included Components': '12 Sets of Strips', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Industrial & Scientific': 86442, 'Picture Hanging Strips': 65}, 'Date First Available': 'July 8, 2016', 'Brand': 'Command', 'Installation Type': 'Self Adhesive'}",,,
7102,Industrial & Scientific,"Electronics-Salon Screw Terminal Block Breakout Module, for Arduino MEGA-2560 R3.",4.7,161,"['Terminal Block Breakout Module - for Arduino MEGA-2560 R3. the item has been soldered and assembled.', 'Terminal block pitch 3.5mm/0.138"", wire size range 26AWG to 16AWG, strip length 5mm, screw M2 steel, pin header and cage copper.', 'With power on LED indicating. red reset button on the side. with a ICSP adapter connect header.', 'FR-4 fiber glass PCB, dual copper layers.', 'NOTE: the item not include Arduino Mega module']","['Terminal Block Breakout Module - for Arduino MEGA-2560 R3. the item has been soldered and assembled. Terminal block pitch 3.5mm/0.138"", wire size range 26AWG to 16AWG, strip length 5mm, screw M2 steel, pin header and cage copper.  With power on LED indicating. red reset button on the side. with a ICSP adapter connect header. FR-4 fiber glass PCB, dual copper layers. NOTE: the item not include Arduino Mega module']",32.0,"[{'title': 'Screw Terminal Block Breakout Module, for Arduino MEGA-2560 R3', 'url': 'https://www.amazon.com/vdp/0f3d5e2a8fbb431d8d623bbba708840e?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Prototype Screw/Terminal Block Shield Board Kit for Arduino MEGA-2560 R3', 'url': 'https://www.amazon.com/vdp/0dd3fcdbe58744aa9f391ad214d80bc2?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'Screw Terminal Block Breakout Shield Module for Arduino UNO R3', 'url': 'https://www.amazon.com/vdp/030954188a3543afb6759cd470273f17?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'Ultra-Small GPIO Terminal Block Breakout Board Module for Arduino Mega-2560', 'url': 'https://www.amazon.com/vdp/73ec159b89454a84abb777b846139477?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': 'DIN Rail Mount Pinout Breakout Terminal Block Module for Arduino MEGA-2560 R3 / DUE', 'url': 'https://www.amazon.com/vdp/01d0dd0f8428488b9b4184cc6d142327?ref=dp_vse_rvc_4', 'user_id': ''}, {'title': 'DIN Rail Mount Screw Terminal Block Adapter Module, For Arduino MEGA-2560', 'url': 'https://www.amazon.com/vdp/44ec8118c1224308b8b74c96c5bb13b5?ref=dp_vse_rvc_5', 'user_id': ''}, {'title': 'MEGA2560 Screw Terminal Block Breakout Module with Aluminum Enclosure, for Arduino MEGA 2560 R3', 'url': 'https://www.amazon.com/vdp/05c4456a6c414a8f83a3590e672e526e?ref=dp_vse_rvc_6', 'user_id': ''}]",Electronics-Salon,"['Industrial & Scientific', 'Industrial Electrical', 'Controls & Indicators', 'IO Modules']","{'Gauge': '26.0', 'Connector Type': 'Screw', 'Mounting Type': 'PCB Mount', 'Material': 'Steel', 'Brand': 'Electronics-Salon', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.76 x 3.19 x 1.34 inches; 3.53 Ounces', 'Item model number': 'MD-D1236-1', 'Date First Available': 'October 20, 2016', 'Manufacturer': 'Electronics-Salon'}",,,
6750,Tools & Home Improvement,SE 6-Piece Ultimate Hemostat Set - HEMO-SET-6,4.5,862,"['Straight hemostat sizes: 8"", 6.25"" and 5""', 'Curved hemostat sizes:\xa0\xa08"", 6.25"" and 5""', 'Stainless steel', 'Self-locking', 'Serrated tip for a better grip']","['SE is proud to present our 6-Piece Ultimate Hemostat Set. Our set can be used for auto repair, cleaning, crafts, doll making, hobby, sewing, etc. Its low profile allows it to reach into tight spaces and acts like a third hand with its easy, self-locking feature.', 'Features of our 6-Piece Ultimate Hemostat Set: (1) Straight hemostats sizes (inches): 8"", 6.25"" and 5"" (2) Curved hemostat sizes (inches): 8"", 6.25"" and 5"" (3) Made of stainless steel (4) Self-locking (5) Serrated tip for a better grip', 'SE is committed to providing the customer with the best source for value possible on the market. You will enjoy the quality, function and usefulness of our SE 6-Piece Ultimate Hemostat Set.', 'IPR Rights Notice: Important: Avoid getting counterfeit items. Genuine SE products come with the SE logo on the packaging.', 'SE is a registered trademark protected by US Trademark Law.']",15.99,"[{'title': 'Thread Wall Organizing Part 3', 'url': 'https://www.amazon.com/vdp/0b5e530516e541b38f24dc99c9388191?ref=dp_vse_rvc_0', 'user_id': '/shop/blackwomenstitch'}, {'title': 'Coastal Pet Products', 'url': 'https://www.amazon.com/vdp/51546649f7ce4af3858a07beeedabb9c?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'jewelry forceps !', 'url': 'https://www.amazon.com/vdp/0c79a25eb9a44fa7894659906df9c0fe?ref=dp_vse_rvc_2', 'user_id': '/shop/influencer-6441db05'}, {'title': 'Clear Out Mats! How to Line Brush Doodles', 'url': 'https://www.amazon.com/vdp/0228e43090724c418fd1e8ce1a1a6461?ref=dp_vse_rvc_3', 'user_id': '/shop/doodledoodsofig'}, {'title': 'Top Dog Items for Summer 2023!', 'url': 'https://www.amazon.com/vdp/00349b26adbb4d1897b08ed06dd7002a?ref=dp_vse_rvc_4', 'user_id': '/shop/animalsgivelife'}, {'title': 'Kelly Forceps Curved | Surgical123', 'url': 'https://www.amazon.com/vdp/029f25e5b99c4d99a760d1040d9b714d?ref=dp_vse_rvc_5', 'user_id': ''}, {'title': 'Andis Pet Comb - Very well made', 'url': 'https://www.amazon.com/vdp/0ef852ed894842fc8ba260134f45f54a?ref=dp_vse_rvc_6', 'user_id': '/shop/bougie.bernedoodle.ben'}]",SE,"['Industrial & Scientific', 'Professional Medical Supplies', 'Instruments & Surgical Tools', 'Forceps & Hemostats']","{'Manufacturer': 'Sona Enterprises', 'Part Number': 'HEMO-SET-6', 'Item Weight': '6.4 ounces', 'Product Dimensions': '5.75 x 1 x 9.5 inches', 'Item model number': 'HEMO-SET-6', 'Is Discontinued By Manufacturer': 'No', 'Style': 'Classic', 'Finish': 'Brushed', 'Material': 'Stainless Steel', 'Item Package Quantity': '1', 'Number Of Pieces': '6', 'Blade Edge': 'Straight, Serrated', 'Special Features': 'Three different sizes in both straight and curved', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Industrial & Scientific': 161496, 'Surgical Forceps & Hemostats': 365}, 'Date First Available': 'March 30, 2012', 'Brand': 'SE', 'Item Dimensions LxWxH': '5.75 x 1 x 9.5 inches'}",,,
4197,Industrial & Scientific,Heat Shrink Tape Black 180 foot,3.3,140,[],[],17.95,"[{'title': 'How to Install Shrink-N-Repair', 'url': 'https://www.amazon.com/vdp/6fc02e3077b44874acc0416a886a64aa?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Wirefy Heat Shrink Tubing', 'url': 'https://www.amazon.com/vdp/2ca9fcf25f1f491c8c258dd7cce2c033?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'HOW TO USE & REVIEW: Wirefy Heat Shrink Tubing Kit', 'url': 'https://www.amazon.com/vdp/0492059d7dd14abbbb9bde67df2b89ed?ref=dp_vse_rvc_2', 'user_id': '/shop/hammerandhome'}]",PJT,"['Industrial & Scientific', 'Industrial Electrical', 'Wiring & Connecting', 'Heat-Shrink Tubing']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '3.8 x 3.7 x 1.1 inches; 7.2 Ounces', 'Date First Available': 'January 19, 2014', 'Manufacturer': 'PJT'}",,,
368,Tools & Home Improvement,"AmazonCommercial 3-Inch Transparent Swivel Caster, Black, 5-Pack",4.5,392,"['Set of 5 heavy-duty low-profile swivel caster wheels (3-inch); ideal for a home computer chair, gaming chair, or executive office chair', 'Nylon rubber and soft polyurethane wheels for safe performance on carpet and bare floors (won’t scratch or leave marks)', 'Smooth, quiet gliding and swivel rotation; lockable for stay-in-place convenience', 'Durable construction with dual oil-proof ball bearings and sleek industrial style']",['An Amazon Brand'],19.76,"[{'title': 'uniq rollerblade office chair wheel caster', 'url': 'https://www.amazon.com/vdp/006fdaa0a28e4393abe729850b3a277a?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Slipstick Premium Rubber Caster Wheels with Brakes 4 Pack', 'url': 'https://www.amazon.com/vdp/0eb710b279b44d7db0a511fc20e7f5a1?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'Enjoy a smooth and quiet gliding!', 'url': 'https://www.amazon.com/vdp/02f4b4b98ab2460e86ded71bb0362001?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'Rubber wheels for office chair better on floor ', 'url': 'https://www.amazon.com/vdp/06e8f77c1f7041ebb1f98c6bf741b9bf?ref=dp_vse_rvc_3', 'user_id': '/shop/marcos'}, {'title': '3in office chair wheels', 'url': 'https://www.amazon.com/vdp/0639b7769366479e82cc468e1365cb21?ref=dp_vse_rvc_4', 'user_id': ''}, {'title': 'Sytopia Chair Wheels Born for Quietness and Smoothness', 'url': 'https://www.amazon.com/vdp/094a53dfe5a542ab862f82e32a0a5a84?ref=dp_vse_rvc_5', 'user_id': ''}, {'title': 'Completely fixed my problem with these!', 'url': 'https://www.amazon.com/vdp/037415b38cd84f8d8c1d3fbf5543dea3?ref=dp_vse_rvc_6', 'user_id': '/shop/paulad'}, {'title': 'You NEED a Glass Chair Mat', 'url': 'https://www.amazon.com/vdp/071c2826d16f4aa1ae0f447534e2d7f0?ref=dp_vse_rvc_7', 'user_id': '/shop/beatthebush'}, {'title': 'TOP QUALITY Rollerblade Office Chair Wheels (5) - by UNIQ!', 'url': 'https://www.amazon.com/vdp/0b170945257e4e84a2578fb12fa2c404?ref=dp_vse_rvc_8', 'user_id': '/shop/jeffgrave'}, {'title': 'CINEYO Caster Wheels', 'url': 'https://www.amazon.com/vdp/0b7c5f893fca424ab23bea77d4cc772b?ref=dp_vse_rvc_9', 'user_id': ''}]",AmazonCommercial,"['Industrial & Scientific', 'Material Handling Products', 'Casters', 'Stem Casters']","{'Manufacturer': 'Amazon Basics', 'Part Number': 'BY18', 'Item Weight': '2.43 Pounds', 'Product Dimensions': '3.15 x 4.53 x 1.38 inches', 'Item model number': 'BY18', 'Size': '3 Inch', 'Color': 'Black', 'Style': 'Swivel', 'Material': 'Nylon, Polyurethane, Rubber', 'Item Package Quantity': '1', 'Mounting Type': 'Stem Mount', 'Special Features': 'Swivel', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Tools & Home Improvement': 379084, 'Stem Casters': 458, 'Hardware': 79247}, 'Date First Available': 'September 9, 2019', 'Brand': 'AmazonCommercial', 'Unit Count': '5'}",,,
4069,Industrial & Scientific,uxcell 10pcs 20 Series Compatible Drop in Type M4 T Slot Nuts 10mmx6mmx4.5mm,4.3,11,"['Product Name : T Solt Nut;Thread Diameter : 4mm/0.16""', 'Slot Width : 6mm/0.24"";Total Size : 10 x 6 x 4.5mm/0.4"" x 0.24"" x 0.18""(L*W*T)', 'Fit for : 20 Series Metrics;Material : Steel', 'Color : SilverTone;Weight : 13g', 'Package Content : 10Pcs x T Solt Nut']",['Made of steel material. It is used for T-slot aluminum extrusions to connect other parts.'],7.99,[],uxcell,"['Industrial & Scientific', 'Power Transmission Products', 'Control Cables & Accessories', 'Accessories']","{'Material': 'Aluminum, Steel', 'Fastener Type': 'T-Slot', 'Thread Size': 'M 4', 'Exterior Finish': 'Silver', 'Metal Type': 'Aluminum, Alloy Steel', 'Product Dimensions': '1.18 x 0.79 x 0.39 inches; 0.35 Ounces', 'Item model number': 'US-SA-AJD-78158', 'Date First Available': 'November 25, 2016', 'Manufacturer': 'uxcell'}",,,
10969,Industrial & Scientific,ARQQ TL Smoother Addon Module for Pattern Elimination Motor Clipping Filter 3D Printer Stepper Motor Drivers (Pack of 5pcs),3.9,75,"['The TL-Smoother is an addon module for 3D printer stepper motor drivers', 'Lower vibration lower noise smoother result', 'The board provides flyback diodes (freewheeling diodes) for the motor outputs', 'Also protected against induction voltages in the unpowered state of the driver', 'You will got smoother movement especially on the delta-style 3Dprinter under DVR8825 stepper drivers and A4988/2 drivers']","['Package Listing:', '5x TL-Smoother Clipping Filter']",9.99,"[{'title': '3D Printer TL Smoother Kit, 3D Printer TL Smoother ', 'url': 'https://www.amazon.com/vdp/07714b8688fc47968d320933e4715927?ref=dp_vse_rvc_0', 'user_id': ''}]",ARQQ,"['Industrial & Scientific', 'Additive Manufacturing Products', '3D Printer Parts & Accessories', '3D Printer Motors']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.02 x 4.02 x 0.51 inches; 0.32 Ounces', 'Date First Available': 'November 4, 2016', 'Manufacturer': 'ARQQ'}",,,
12389,Industrial & Scientific,"Pink Butcher Kraft Paper Roll (18"" Pink Butcher Paper)",4.8,8297,"['100% MADE IN USA: Tenderlicous Butcher Paper is manufactured right here in America, in accordance to the highest standards. It’s definitely a safe and healthy choice for you and your family.', 'FINEST QUALITY: It is unbleached and all natural. There is no wax and polymer coating on the paper. We only choose the finest pure virgin pulps to make our paper.', 'AUTHENTIC TEXAS STYLE: Our paper is chosen by many BBQ enthusiasts to create the Texas style brisket smoking. The paper protects the meat from the full assault of the smoker, while its high breathability property also allows the steam to escape the wrapping. Thus this will not create soggy exterior bark.', 'STRONG AND DURABLE: Our specially formulated treament on the internal paper structure gives the extra boost to the paper’s wet strength so that it will not fall apart that easily when it gets soaked in oil or water.', 'MULTI-PURPOSE FOOD SERVING: Beautiful natural peach tint has made it an excellent aesthetic choice for serving other types of food such as sandwiches, burgers, fries and etc.']",[],,"[{'title': 'Pink Butcher Kraft Paper Roll - 18 ” x 175’ (2100”) Peach Wrapping Paper for Beef Briskets ', 'url': 'https://www.amazon.com/vdp/e2752c7444024dca83ae47d6d1e3d83b?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Five Stars', 'url': 'https://www.amazon.com/vdp/ae0f4b5b5fb7482db7e332681e7aa0f9?ref=dp_vse_rvc_1', 'user_id': 'AF3ST4UAOYM4DJGF3ZVD2IQVUX6A'}, {'title': 'Big Tex Smoke Wrap for Tender Texas Style Brisket', 'url': 'https://www.amazon.com/vdp/0fd8c3a848c740cda98ae3404a77e0b4?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'Bryco Goods Butcher Paper', 'url': 'https://www.amazon.com/vdp/c76e0689fff34e8db8e395ff70463b4b?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': 'Why Use Meathugger Pink Butcher for BBQ? ', 'url': 'https://www.amazon.com/vdp/00b64b99df7947b894b92b677304a0d5?ref=dp_vse_rvc_4', 'user_id': '/shop/influencer-c281f6f5'}, {'title': 'Grilling With Butcher Paper', 'url': 'https://www.amazon.com/vdp/094fc577ea3b4dadbf2d973d842d4567?ref=dp_vse_rvc_5', 'user_id': '/shop/metaspencer'}, {'title': 'Reli. Pink Butcher Paper Roll | 18 Inch x 350 Feet Bulk', 'url': 'https://www.amazon.com/vdp/06bd6bcfd07f43238fdd0fe40b700723?ref=dp_vse_rvc_6', 'user_id': ''}, {'title': 'Pink butch Paper ', 'url': 'https://www.amazon.com/vdp/08657b4cd94042429edd74eb951e92f4?ref=dp_vse_rvc_7', 'user_id': '/shop/bigalsbarberchannel'}]",tenderlicious,"['Industrial & Scientific', 'Food Service Equipment & Supplies', 'Disposables', 'Butcher Paper']","{'Brand': 'Tenderlicious', 'Material': 'Paper', 'Item Form': 'Roll', 'Sheet Count': '1', 'Sheet Size': '18 inches', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '18 x 3.6 x 3.6 inches; 3.51 Pounds', 'Item model number': 'FBA_COMINHKG121337', 'Date First Available': 'February 28, 2017', 'Manufacturer': 'tenderlicious'}",,,
6896,Industrial & Scientific,"Ender 3 Glass Bed Updates, 3D Printer Platform Heated Bed 235x235x4mm for Ender 3, Ender 3 v2, Ender 3 Pro, Ender 5, Updated Version",4.2,84,"['[Compatibility] This updated 3D printer Glass Bed is perfectly suitable for the Ender 3/ Ender 3pro/ Ender 3X/ Ender 5/ CR-20pro/ Ender 5 Pro with 235x235x4mm size', '[Release the model easily] Its glasses platform surface made from carbon and silicone can withstand high temperatures. It helps you to remove the model easily by hand, when the hotbed cools back to room temperature, the carbon-silicone base will release the model', '[Save your warped original build surface]The new glass plate can be placed on top of any existing hotbed surface, even if on your warped original 3D printer build surface and be held with simple clips', '[Durable] It is capable to work at a high temperature up to 400ºC. The special coating is inorganic and has a hardness of 8 Mohs, so it can be reused without any performance weakened', '[Great Flatness] Improved 3D printer tempered glass plate provides flatter and smoother build surface than magnetic mat, ensuring high flatness for the bottom of model, can holding more models']","['About the New Creality Ender 3 Glass Bed', '- Compatible with Creality 3D printer Ender-3, Ender-3 Pro, Ender-3S, Ender-3X, Ender-3 V2, Ender-5, Ender-5 Pro and CR-20, CR-20 Pro', '- Genuine product offered by brand Creality, product quality guarantee', '- Updated glass bed solve the problem that the 3D printing platform is not flat enough', '- The textured side gives excellent adhesion, you no longer need glue sticks, hair spray, or anything else', '- Easy cleaning, wipe the bed off with alcohol or water will not damage the textured glass surface', 'PLEASE NOTE:', 'Once the print has finished, DO NOT immediately try to remove the model from the glass bed with force!! Let it fully cool, you can get the print off easily.', 'This glass bed must fully cool to room temperature for the advanced surface to ""release"" the model.', 'Temperature settings for different filaments:', 'PLA:50-70ºC', 'Flexible filament: 50-70ºC', 'ABS:100-125ºC ( 110ºCis recommended )', 'PC:100-130ºC ( 120ºC is recommended )', 'Nelon:90-120ºC ( 110ºC is recommended )', 'PP:100-130ºC ( 120 ºC is recommended )', 'PETG: 50-70ºC']",,"[{'title': 'Magnetic build surface usage', 'url': 'https://www.amazon.com/vdp/008d0f51fdc548acb933fc59e52ad782?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'How Creality glass bed working?', 'url': 'https://www.amazon.com/vdp/0fad49858fde4ebb86bf0532f800952b?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'How does CR-10 CR-10S Tempered Glass work?', 'url': 'https://www.amazon.com/vdp/08121dcd0f0c40baa729f42039dfdcf3?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'How to install the 2PCS Comgrow glass plate', 'url': 'https://www.amazon.com/vdp/062215e9f0014fcf8fe545e5b877e050?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': '1 Thing You Must Know About This 3D Printer', 'url': 'https://www.amazon.com/vdp/0b1b690bbca0413b89ffd4b5649f2c3b?ref=dp_vse_rvc_4', 'user_id': '/shop/helpfultutorials'}, {'title': '3Dprint Glassbed My Overview pros', 'url': 'https://www.amazon.com/vdp/07834c7bfdec4f7d803451af02ccb850?ref=dp_vse_rvc_5', 'user_id': '/shop/influencer-03aee546'}, {'title': 'Creality Glass Bed - GREAT Upgrade!', 'url': 'https://www.amazon.com/vdp/00e6cbbb0e3940919b47d873db5ccb4e?ref=dp_vse_rvc_6', 'user_id': '/shop/maksfs'}]",SIBOOR,"['Industrial & Scientific', 'Additive Manufacturing Products', '3D Printer Parts & Accessories', '3D Printer Accessories']","{'Package Dimensions': '10.75 x 10.39 x 1.18 inches; 1.43 Pounds', 'Date First Available': 'July 15, 2020', 'Manufacturer': 'SIBOOR'}",,,
6296,Industrial & Scientific,DYWISHKEY 200 Pieces M4 x 5mm/6mm/8mm/12mm/16mm/20mm/25mm Stainless Steel 304 Hex Button Head Cap Bolts and Nuts Kit,4.5,470,"['【SIZES】--- M4 x 5mm, M4 x 6mm, M4 x 8mm, M4 x 12mm, M4 x 16mm, M4 x 20mm, M4 x 25mm Hex Button Head Cap Bolts Nuts. According with standardized metric system. And the average error is less than 0.01mm. Total 7 different sizes can meet your different needs.', '【HIGH QUALITY】--- Made of high quality 304 stainless steel, which feature is strength and offers good corrosion resistance in bad environment like high temperature, cold weather, and high humidity areas. They have superior rust resistance and the excellent of oxidation resistance, which can ensure long time using.', '【WEAK MAGNETIC】--- The magnetic properties of 304 stainless steel due to the structure transformation reasons are not at the same level as the magnetic properties of stainless steel of other materials, which means that the magnetic properties of 304 steel always show weak magnetic properties.', '【PACKAGE】--- All of Bolts and Nuts are packed in a durable and sturdy Box to efficiently bear the weight of the whole package. In order to avoid the bolts being scattered or lost during use, we specially package for each different type of bolts for your convenience and storage. Not only give you the best product, but also the best storage system for them.', '【WIDE APPLICATIONS】--- M4 Hex Button Head Bolts and Nuts Assortment Kit Serves a wide range of use and for professionals, amateurs, landlords, repairmen, other DIY . The set is perfect to replace broken and missing bolts. When you are mad for the missing bolts, it is a perfect friend for you. The kit has lots of different sizes, which can meet the maximum of requirement for you.']","['【Specifications:】', '- Sizes: M4 - Quantity: 200 Pieces - Material: 304 Stainless Steel - Screw Type: Hex Button Head Cap Head Bolts - Length: 5mm, 6mm, 8mm, 12mm, 16mm, 20mm, 25mm', '【Features:】', '1, 304 stainless steel: Stainless steel with superior rust resistant ensure long lasting results，corrosion resistance, anti-aging, good toughness 2, This kit can be widely used in all kinds of precision machinery, classified instruments, instruments, electronic products, household appliances, communication products, locks, lamps, lights, toys, etc.', '【Package Included:】', 'M4 x 5 mm-----------20 Pieces M4 x 6 mm-----------20 Pieces M4 x 8 mm----------20 Pieces M4 x 12 mm---------20 Pieces M4 x 16 mm---------20 Pieces M4 x 20 mm---------20 Pieces M4 x 25 mm---------20 Pieces M4 Nuts--------------60 Pieces', '【Total: 200 pieces, M4 Stainless Steel 304 Hex Button Head Cap Bolts Nuts】', '【Note: Small parts, keep away from children under 6 years old.】']",12.99,"[{'title': 'DYWISHKEY 310 Piece Nut, Bolts, Screws & Washer Set Review', 'url': 'https://www.amazon.com/vdp/0b3ff907427a492ab742ae739afc31b4?ref=dp_vse_rvc_0', 'user_id': '/shop/thebarepantryshow'}]",DYWISHKEY,"['Industrial & Scientific', 'Fasteners', 'Screws', 'Socket Head Screws']","{'Material': 'Stainless Steel', 'Drive System': 'Internal Hex', 'Head Style': 'Button', 'Exterior Finish': 'Stainless Steel', 'Thread Size': 'm4-0.7', 'Package Dimensions': '5.75 x 3 x 0.75 inches; 9.59 Ounces', 'Item model number': 'DIY---ButtonHead---200P', 'Date First Available': 'September 15, 2019', 'Manufacturer': 'DYWISHKEY'}",,,
